  kp gain   kd gain         mean       median       min          max   % below 20
  9.25E04   9.25E05      40.7860      34.6907    0.0000     175.0776      25.8799
  9.50E04   9.50E05      32.3969      26.4951    0.0000     172.9968      39.3447
  9.75E04   9.75E05      36.6846      30.0996    0.0000     167.9345      35.0857
  1.00E05   1.00E06      37.2499      32.4756    0.0000     179.4052      30.2931
  1.25E05   1.25E06      27.4214      20.6144    0.0000     160.6776      50.9300
  1.50E05   1.50E06      29.4734      18.4705    0.0000     167.5701      58.4514
  1.75E05   1.75E06      27.4404      18.7037    0.0000     171.5662      61.2032
  2.00E05   2.00E06      28.6263      18.8788    0.0000     174.9990      58.9940
  2.25E05   2.25E06      26.6314      15.4444    0.0000     178.1388      68.8221
  2.50E05   2.50E06      24.7389      17.3229    0.0000     168.9456      61.6057
  2.75E05   2.75E06      21.7836      12.9900    0.0000     169.4298      70.4339
  3.00E05   3.00E06      21.9883      12.7460    0.0000     159.0623      73.5846
  3.25E05   3.25E06      25.2076      15.3869    0.0000     177.1855      69.3700
  3.50E05   3.50E06      27.7085      18.8370    0.0000     176.4560      56.8095
  3.75E05   3.75E06      24.6708      14.9448    0.0000     179.2102      66.5420
  4.00E05   4.00E06      22.5095      12.5756    0.0000     173.0665      69.5863
  4.25E05   4.25E06      24.6849      13.7455    0.0000     177.6381      62.1571
  4.50E05   4.50E06      23.0009      13.7577    0.0000     175.7283      71.1573
  4.75E05   4.75E06      24.0740      12.4445    0.0000     163.5408      66.9019
  5.00E05   5.00E06      22.7915      12.2008    0.0000     177.4825      69.6289
  5.25E05   5.25E06      20.9688       9.6002    0.0000     136.5291      77.2833
  5.50E05   5.50E06      20.5105      10.9716    0.0000     162.3173      79.0706
  5.75E05   5.75E06      21.1430      10.3115    0.0000     175.8471      74.8630
  6.00E05   6.00E06      21.3802       9.5689    0.0000     170.5911      71.5651
  6.25E05   6.25E06      16.5921       7.6826    0.0000     155.9133      87.2090
  6.50E05   6.50E06      17.0998       7.4369    0.0000     167.2976      87.4962
  6.75E05   6.75E06      23.1310      11.1040    0.0000     173.4981      70.6679
  7.00E05   7.00E06      15.7101       7.5094    0.0000     131.4843      86.8278
  7.25E05   7.25E06      20.2121      10.2059    0.0000     148.6077      76.4765
  7.50E05   7.50E06      17.3284       8.6833    0.0000     179.4298      82.8206
  7.75E05   7.75E06      25.2959      14.4365    0.0000     178.7837      66.6554
  8.00E05   8.00E06      20.6540       9.0273    0.0000     173.1768      80.2035
  8.25E05   8.25E06      23.4639      11.8078    0.0000     177.4550      73.0598
  8.50E05   8.50E06      16.9450       7.5847    0.0000     156.0816      86.1611
  8.75E05   8.75E06      14.9366       6.0678    0.0000     170.0608      91.2924
  9.00E05   9.00E06      18.7249       7.8293    0.0000     160.2909      83.6664
  9.25E05   9.25E06      15.4686       6.4655    0.0000     166.9918      88.3633
  9.50E05   9.50E06      21.2636       8.8173    0.0000     173.2362      74.4747
  9.75E05   9.75E06      15.8475       7.0536    0.0000     167.9045      81.2497
  1.00E06   1.00E07      15.1192       6.8822    0.0000     153.2750      88.2161
  1.25E06   1.25E07      17.7078       8.2664    0.0000     174.5448      84.5175
  1.50E06   1.50E07      22.5120       9.5872    0.0000     165.1075      74.3364
  1.75E06   1.75E07      18.8379       7.1567    0.0000     171.8636      82.3100
  2.00E06   2.00E07      21.9431       9.0922    0.0000     169.4172      76.5847
  2.25E06   2.25E07      18.9511       7.9054    0.0000     145.7311      81.5795
  2.50E06   2.50E07      15.3077       6.8791    0.0000     170.9416      90.1860
  2.75E06   2.75E07      19.3633       8.7172    0.0000     161.2983      81.2089
  3.00E06   3.00E07      24.4785       7.4695    0.0000     178.8825      78.4996
  3.25E06   3.25E07      25.5140      15.9710    0.0000     177.6429      63.8114
  3.50E06   3.50E07      21.2619       9.0473    0.0000     174.5736      78.8542
  3.75E06   3.75E07      18.6696       6.4782    0.0000     169.0801      83.9784
  4.00E06   4.00E07      16.7713       6.3597    0.0000     175.5604      85.5334
  4.25E06   4.25E07      19.2365       8.3624    0.0000     154.9040      80.3064
  4.50E06   4.50E07      22.2753       8.9221    0.0000     155.3384      77.3719
  4.75E06   4.75E07      22.3555      11.8155    0.0000     179.2708      73.1183
  5.00E06   5.00E07      20.6232       9.8081    0.0000     168.7797      76.3506
  5.25E06   5.25E07      17.0066       7.3882    0.0000     122.4061      79.9340
  5.50E06   5.50E07      18.0089       6.7772    0.0000     165.4022      83.1664
  5.75E06   5.75E07      19.3883       7.0082    0.0000     177.0285      86.4714
  6.00E06   6.00E07      20.1878       8.1037    0.0000     169.3530      79.8950
  6.25E06   6.25E07      27.0032      15.7111    0.0000     175.6007      60.4550
  6.50E06   6.50E07      24.2699      10.7280    0.0000     178.7122      71.2264
  6.75E06   6.75E07      20.1381       8.8151    0.0000     169.7641      80.4979
  7.00E06   7.00E07      24.2925      11.5224    0.0000     179.4260      70.8240
  7.25E06   7.25E07      17.8981       7.2267    0.0000     146.9996      81.9252
  7.50E06   7.50E07      21.5961       9.4662    0.0000     164.2525      74.9730
  7.75E06   7.75E07      19.3061       7.2545    0.0000     174.8394      81.0759
  8.00E06   8.00E07      25.4688      11.4840    0.0000     179.4477      66.2902
  8.25E06   8.25E07      22.6763       9.5633    0.0000     176.2053      73.1130
  8.50E06   8.50E07      24.1986      12.7588    0.0000     177.1925      72.5438
  8.75E06   8.75E07      24.8261      12.0305    0.0000     173.3096      68.8133
  9.00E06   9.00E07      21.2992       9.5897    0.0000     178.9837      79.7638
  9.25E06   9.25E07      23.4828      11.0207    0.0000     163.2227      72.9392
  9.50E06   9.50E07      22.6659       9.8196    0.0000     176.6637      76.8985
  9.75E06   9.75E07      20.9373       7.2110    0.0000     179.3595      78.3205
  1.00E07   1.00E08      23.0524      11.4175    0.0000     176.9961      75.4747
  1.25E07   1.25E08      22.3295      11.8026    0.0000     133.8817      70.2122
  1.50E07   1.50E08      21.9466       9.9866    0.0000     167.9038      77.7868
  1.75E07   1.75E08      21.9766       9.2309    0.0000     169.0309      76.4393
  2.00E07   2.00E08      22.8403      10.0056    0.0000     153.9746      77.6698
  2.25E07   2.25E08      25.8956      11.3717    0.0000     173.6556      72.5758
  2.50E07   2.50E08      22.1928       9.6866    0.0000     177.4912      75.5155
  2.75E07   2.75E08      23.1747      11.5141    0.0000     177.0680      69.9374
  3.00E07   3.00E08      25.5141      13.4324    0.0000     175.2019      66.7175
  3.25E07   3.25E08      22.7230      10.6884    0.0000     166.9705      71.3311
  3.50E07   3.50E08      26.4775      13.4365    0.0000     178.5218      66.3363
  3.75E07   3.75E08      23.1803      10.0036    0.0000     173.7473      73.7247
  4.00E07   4.00E08      28.0388      16.2342    0.0000     157.5452      66.0916
  4.25E07   4.25E08      21.4289       7.6222    0.0000     160.4647      78.1574
  4.50E07   4.50E08      24.4026       9.5983    0.0000     169.5146      80.9961
  4.75E07   4.75E08      23.3654       8.3197    0.0000     170.9172      74.6538
  5.00E07   5.00E08      27.5076      14.2456    0.0000     175.0812      69.5615
  5.25E07   5.25E08      25.2240      10.0605    0.0000     169.5825      69.0385
  5.50E07   5.50E08      25.1273      11.6999    0.0000     167.7228      70.1324
  5.75E07   5.75E08      22.9827       8.2715    0.0000     171.8720      79.8808
  6.00E07   6.00E08      28.3132      15.6047    0.0000     176.7368      65.6430
  6.25E07   6.25E08      24.7922       7.7671    0.0000     175.9522      79.7798
  6.50E07   6.50E08      25.7845      11.5306    0.0000     176.2156      71.8009
  6.75E07   6.75E08      25.4615      13.4250    0.0000     172.5633      71.1945
  7.00E07   7.00E08      22.8791      10.3283    0.0000     178.9146      74.4623
  7.25E07   7.25E08      24.0646      10.1943    0.0000     177.7211      76.6769
  7.50E07   7.50E08      26.2371      12.1781    0.0000     174.5865      70.4463
  7.75E07   7.75E08      27.9553      14.3897    0.0000     168.1187      69.8044
  8.00E07   8.00E08      24.4339      11.0280    0.0000     158.5522      72.3807
  8.25E07   8.25E08      24.1079      11.0223    0.0000     173.5100      74.8542
  8.50E07   8.50E08      29.0940      18.1578    0.0000     178.2171      62.9071
  8.75E07   8.75E08      19.4382       7.5152    0.0000     162.3588      84.2107
  9.00E07   9.00E08      23.5546      11.8913    0.0000     173.0991      75.4889
  9.25E07   9.25E08      27.9675      16.1489    0.0000     174.3102      62.9196
  9.50E07   9.50E08      26.6606      16.6217    0.0000     179.5773      63.1926
  9.75E07   9.75E08      32.0493      20.3128    0.0000     166.6823      56.4939
