  kp gain   kd gain         mean       median       min          max   % below 20
  2.25E11   2.25E12      26.4266      13.3871    0.0000     176.1862      71.8027
  2.50E11   2.50E12      22.7063       8.2768    0.0000     161.0742      83.7213
  2.75E11   2.75E12      27.8396      13.1273    0.0000     175.4756      73.7992
  3.00E11   3.00E12      26.2168      11.4567    0.0000     177.8051      67.9693
  3.25E11   3.25E12      23.9163      10.6359    0.0000     167.6983      74.6715
  3.50E11   3.50E12      22.7929      10.0231    0.0000     175.1734      76.3524
  3.75E11   3.75E12      24.2101       9.0795    0.0000     168.2011      79.0049
  4.00E11   4.00E12      24.3934      12.6092    0.0000     147.8191      69.2778
  4.25E11   4.25E12      23.5382       9.6871    0.0000     169.2926      76.8631
  4.50E11   4.50E12      21.7541       8.2179    0.0000     173.1531      78.4783
  4.75E11   4.75E12      26.2571      12.2092    0.0000     175.1573      75.5386
  5.00E11   5.00E12      22.7063       8.2768    0.0000     161.0742      83.7213
  5.25E11   5.25E12      22.9972      11.1371    0.0000     160.1601      75.1024
  5.50E11   5.50E12      28.4549      10.5593    0.0000     173.1080      76.6414
  5.75E11   5.75E12      23.7957       9.9403    0.0000     179.1857      77.8684
  6.00E11   6.00E12      23.0828       8.5091    0.0000     167.9772      78.4039
  6.25E11   6.25E12      22.9698       9.4657    0.0000     171.9044      74.5847
  6.50E11   6.50E12      25.2829      10.2022    0.0000     177.0761      75.9978
  6.75E11   6.75E12      23.1591       8.4344    0.0000     171.2323      80.3241
  7.00E11   7.00E12      22.7929      10.0231    0.0000     175.1734      76.3524
  7.25E11   7.25E12      23.5581      10.9806    0.0000     165.1346      73.1892
  7.50E11   7.50E12      24.5704      10.1781    0.0000     168.2011      71.8186
  7.75E11   7.75E12      25.6784      10.2279    0.0000     174.3400      72.9694
  8.00E11   8.00E12      26.6999      13.4198    0.0000     168.3321      67.8310
  8.25E11   8.25E12      26.5700      11.7221    0.0000     179.7621      72.3577
  8.50E11   8.50E12      24.0172      10.3141    0.0000     169.2926      76.6060
  8.75E11   8.75E12      26.5955      12.2619    0.0000     177.0172      72.0882
  9.00E11   9.00E12      21.7541       8.2179    0.0000     173.1531      78.4783
  9.25E11   9.25E12      24.7431      10.5741    0.0000     177.5476      74.7496
  9.50E11   9.50E12      25.7282       9.8354    0.0000     178.2424      79.8560
  9.75E11   9.75E12      27.8220      15.6978    0.0000     178.3468      65.2157
  1.00E12   1.00E13      22.7063       8.2768    0.0000     161.0742      83.7213
  1.25E12   1.25E13      22.9698       9.4657    0.0000     171.9044      74.5847
  1.50E12   1.50E13      24.5704      10.1781    0.0000     168.2011      71.8186
  1.75E12   1.75E13      26.5955      12.2619    0.0000     177.0172      72.0882
  2.00E12   2.00E13      22.7063       8.2768    0.0000     161.0742      83.7213
  2.25E12   2.25E13      28.2177      14.2504    0.0000     178.6784      68.5615
  2.50E12   2.50E13      22.9698       9.4657    0.0000     171.9044      74.5847
  2.75E12   2.75E13      22.3821       7.8896    0.0000     169.1827      80.2709
  3.00E12   3.00E13      24.5704      10.1781    0.0000     168.2011      71.8186
  3.25E12   3.25E13      22.2717       6.2698    0.0000     179.6084      84.1735
  3.50E12   3.50E13      26.5955      12.2619    0.0000     177.0172      72.0882
  3.75E12   3.75E13      27.0664      12.3900    0.0000     171.4769      67.5579
  4.00E12   4.00E13      22.7063       8.2768    0.0000     161.0742      83.7213
  4.25E12   4.25E13      26.0880       9.5853    0.0000     176.9738      76.4216
  4.50E12   4.50E13      28.2177      14.2504    0.0000     178.6784      68.5615
  4.75E12   4.75E13      25.6654      13.2978    0.0000     173.3091      68.6218
  5.00E12   5.00E13      22.9698       9.4657    0.0000     171.9044      74.5847
  5.25E12   5.25E13      23.9042       9.7496    0.0000     175.1322      72.9712
  5.50E12   5.50E13      22.3821       7.8896    0.0000     169.1827      80.2709
  5.75E12   5.75E13      20.5308       7.9345    0.0000     152.8372      82.3791
  6.00E12   6.00E13      24.5704      10.1781    0.0000     168.2011      71.8186
  6.25E12   6.25E13      25.8802      12.6038    0.0000     179.8487      69.3328
  6.50E12   6.50E13      22.2717       6.2698    0.0000     179.6084      84.1735
  6.75E12   6.75E13      26.5851      12.2684    0.0000     171.3443      71.4002
  7.00E12   7.00E13      26.5955      12.2619    0.0000     177.0172      72.0882
  7.25E12   7.25E13      23.3548      10.8190    0.0000     179.2929      72.9853
  7.50E12   7.50E13      27.0664      12.3900    0.0000     171.4769      67.5579
  7.75E12   7.75E13      25.8165      11.7902    0.0000     179.8378      74.5864
  8.00E12   8.00E13      22.7063       8.2768    0.0000     161.0742      83.7213
  8.25E12   8.25E13      25.3359      10.8234    0.0000     167.3155      74.2159
  8.50E12   8.50E13      26.0880       9.5853    0.0000     176.9738      76.4216
  8.75E12   8.75E13      24.6416       9.2821    0.0000     173.6584      78.8418
  9.00E12   9.00E13      28.2177      14.2504    0.0000     178.6784      68.5615
  9.25E12   9.25E13      24.8689       9.8404    0.0000     174.9842      77.5865
  9.50E12   9.50E13      25.6654      13.2978    0.0000     173.3091      68.6218
  9.75E12   9.75E13      26.8985      13.9113    0.0000     176.7103      69.7796
  1.00E13   1.00E14      22.9698       9.4657    0.0000     171.9044      74.5847
  1.25E13   1.25E14      25.8802      12.6038    0.0000     179.8487      69.3328
  1.50E13   1.50E14      27.0664      12.3900    0.0000     171.4769      67.5579
  1.75E13   1.75E14      24.6416       9.2821    0.0000     173.6584      78.8418
  2.00E13   2.00E14      22.9698       9.4657    0.0000     171.9044      74.5847
  2.25E13   2.25E14      27.7725      10.7876    0.0000     168.0042      75.5953
  2.50E13   2.50E14      25.8802      12.6038    0.0000     179.8487      69.3328
  2.75E13   2.75E14      29.0323      13.7193    0.0000     179.7480      71.0084
  3.00E13   3.00E14      27.0664      12.3900    0.0000     171.4769      67.5579
  3.25E13   3.25E14      25.2816      10.6983    0.0000     174.6271      75.1751
  3.50E13   3.50E14      24.6416       9.2821    0.0000     173.6584      78.8418
  3.75E13   3.75E14      25.3187      10.4291    0.0000     173.8342      77.2496
  4.00E13   4.00E14      22.9698       9.4657    0.0000     171.9044      74.5847
  4.25E13   4.25E14      22.8839       8.9552    0.0000     177.9532      79.2301
  4.50E13   4.50E14      27.7725      10.7876    0.0000     168.0042      75.5953
  4.75E13   4.75E14      24.1029       9.0818    0.0000     176.3800      77.8170
  5.00E13   5.00E14      25.8802      12.6038    0.0000     179.8487      69.3328
  5.25E13   5.25E14      25.4536       8.5728    0.0000     178.2694      79.8170
  5.50E13   5.50E14      29.0323      13.7193    0.0000     179.7480      71.0084
  5.75E13   5.75E14      24.0479      10.4308    0.0000     178.2408      67.8594
  6.00E13   6.00E14      27.0664      12.3900    0.0000     171.4769      67.5579
  6.25E13   6.25E14      28.9093      15.8814    0.0000     165.8277      61.6483
  6.50E13   6.50E14      25.2816      10.6983    0.0000     174.6271      75.1751
  6.75E13   6.75E14      22.3143       8.5521    0.0000     171.4781      81.5511
  7.00E13   7.00E14      24.6416       9.2821    0.0000     173.6584      78.8418
  7.25E13   7.25E14      23.2129       9.1521    0.0000     179.4453      79.2674
  7.50E13   7.50E14      25.3187      10.4291    0.0000     173.8342      77.2496
  7.75E13   7.75E14      23.9774      10.4225    0.0000     172.2291      76.5031
  8.00E13   8.00E14      22.9698       9.4657    0.0000     171.9044      74.5847
  8.25E13   8.25E14      28.3411      16.9472    0.0000     171.2276      65.8505
  8.50E13   8.50E14      22.8839       8.9552    0.0000     177.9532      79.2301
  8.75E13   8.75E14      29.8988      20.0559    0.0000     171.8259      57.8361
  9.00E13   9.00E14      27.7725      10.7876    0.0000     168.0042      75.5953
  9.25E13   9.25E14      26.5815      13.4944    0.0000     175.1472      67.3948
  9.50E13   9.50E14      24.1029       9.0818    0.0000     176.3800      77.8170
  9.75E13   9.75E14      26.8926      10.8812    0.0000     172.9673      77.1787
  1.00E14   1.00E15      25.8802      12.6038    0.0000     179.8487      69.3328
  1.25E14   1.25E15      28.9093      15.8814    0.0000     165.8277      61.6483
  1.50E14   1.50E15      25.3187      10.4291    0.0000     173.8342      77.2496
  1.75E14   1.75E15      29.8988      20.0559    0.0000     171.8259      57.8361
  2.00E14   2.00E15      25.8802      12.6038    0.0000     179.8487      69.3328
  2.25E14   2.25E15      29.1224      13.4978    0.0000     178.3049      73.0084
  2.50E14   2.50E15      28.9093      15.8814    0.0000     165.8277      61.6483
  2.75E14   2.75E15      23.5420      11.3333    0.0000     176.9227      72.6467
  3.00E14   3.00E15      25.3187      10.4291    0.0000     173.8342      77.2496
  3.25E14   3.25E15      25.0965       9.3540    0.0000     162.6604      78.5723
  3.50E14   3.50E15      29.8988      20.0559    0.0000     171.8259      57.8361
  3.75E14   3.75E15      25.2874      11.1621    0.0000     179.5124      73.7034
  4.00E14   4.00E15      25.8802      12.6038    0.0000     179.8487      69.3328
  4.25E14   4.25E15      26.2732      10.9086    0.0000     173.7606      75.4641
  4.50E14   4.50E15      29.1224      13.4978    0.0000     178.3049      73.0084
  4.75E14   4.75E15      24.8582      10.3784    0.0000     176.5072      79.5174
  5.00E14   5.00E15      28.9093      15.8814    0.0000     165.8277      61.6483
  5.25E14   5.25E15      26.8919      13.1791    0.0000     177.4824      70.4020
  5.50E14   5.50E15      23.5420      11.3333    0.0000     176.9227      72.6467
  5.75E14   5.75E15      24.6718      12.1455    0.0000     163.7566      73.6254
  6.00E14   6.00E15      25.3187      10.4291    0.0000     173.8342      77.2496
  6.25E14   6.25E15      28.0018      14.3673    0.0000     176.4263      70.0261
  6.50E14   6.50E15      25.0965       9.3540    0.0000     162.6604      78.5723
  6.75E14   6.75E15      22.2341       8.4588    0.0000     166.2848      79.3915
  7.00E14   7.00E15      29.8988      20.0559    0.0000     171.8259      57.8361
  7.25E14   7.25E15      27.3486      13.3251    0.0000     179.6862      72.0899
  7.50E14   7.50E15      25.2874      11.1621    0.0000     179.5124      73.7034
  7.75E14   7.75E15      25.5999      10.5572    0.0000     164.6156      78.3507
  8.00E14   8.00E15      25.8802      12.6038    0.0000     179.8487      69.3328
  8.25E14   8.25E15      25.9632      12.8949    0.0000     176.5472      71.9747
  8.50E14   8.50E15      26.2732      10.9086    0.0000     173.7606      75.4641
  8.75E14   8.75E15      27.0311      14.5184    0.0000     161.7575      65.5100
  9.00E14   9.00E15      29.1224      13.4978    0.0000     178.3049      73.0084
  9.25E14   9.25E15      24.4852      11.3127    0.0000     172.9484      74.0527
  9.50E14   9.50E15      24.8582      10.3784    0.0000     176.5072      79.5174
  9.75E14   9.75E15      31.2198      13.9785    0.0000     179.6572      68.1608
  1.00E15   1.00E16      28.9093      15.8814    0.0000     165.8277      61.6483
  1.25E15   1.25E16      28.0018      14.3673    0.0000     176.4263      70.0261
  1.50E15   1.50E16      25.2874      11.1621    0.0000     179.5124      73.7034
  1.75E15   1.75E16      27.0311      14.5184    0.0000     161.7575      65.5100
  2.00E15   2.00E16      28.9093      15.8814    0.0000     165.8277      61.6483
  2.25E15   2.25E16      23.8349      12.0723    0.0000     179.2226      71.6786
  2.50E15   2.50E16      28.0018      14.3673    0.0000     176.4263      70.0261
  2.75E15   2.75E16      26.3880      13.1066    0.0000     173.4886      71.9782
  3.00E15   3.00E16      25.2874      11.1621    0.0000     179.5124      73.7034
  3.25E15   3.25E16      29.4936      12.7736    0.0000     172.1911      71.5084
  3.50E15   3.50E16      27.0311      14.5184    0.0000     161.7575      65.5100
  3.75E15   3.75E16      26.3562      12.2054    0.0000     156.1533      71.7052
  4.00E15   4.00E16      28.9093      15.8814    0.0000     165.8277      61.6483
  4.25E15   4.25E16      27.8143      13.3874    0.0000     168.9632      73.4339
  4.50E15   4.50E16      23.8349      12.0723    0.0000     179.2226      71.6786
  4.75E15   4.75E16      22.0096       7.7330    0.0000     161.0778      82.5493
  5.00E15   5.00E16      28.0018      14.3673    0.0000     176.4263      70.0261
  5.25E15   5.25E16      25.7781      13.0804    0.0000     175.4085      71.4428
  5.50E15   5.50E16      26.3880      13.1066    0.0000     173.4886      71.9782
  5.75E15   5.75E16      28.8440      12.9939    0.0000     178.7719      70.3257
  6.00E15   6.00E16      25.2874      11.1621    0.0000     179.5124      73.7034
  6.25E15   6.25E16      18.7241       5.2102    0.0000     171.4386      87.6062
  6.50E15   6.50E16      29.4936      12.7736    0.0000     172.1911      71.5084
  6.75E15   6.75E16      25.4962      13.2836    0.0000     163.6700      67.7352
  7.00E15   7.00E16      27.0311      14.5184    0.0000     161.7575      65.5100
  7.25E15   7.25E16      27.0561      13.2676    0.0000     177.4766      69.2406
  7.50E15   7.50E16      26.3562      12.2054    0.0000     156.1533      71.7052
  7.75E15   7.75E16      26.2434      13.5668    0.0000     179.3387      67.0384
  8.00E15   8.00E16      28.9093      15.8814    0.0000     165.8277      61.6483
  8.25E15   8.25E16      22.4075       8.4220    0.0000     165.5342      80.2479
  8.50E15   8.50E16      27.8143      13.3874    0.0000     168.9632      73.4339
  8.75E15   8.75E16      26.3013       9.2416    0.0000     174.1769      77.0918
  9.00E15   9.00E16      23.8349      12.0723    0.0000     179.2226      71.6786
  9.25E15   9.25E16      24.6856       9.7298    0.0000     178.5491      73.7371
  9.50E15   9.50E16      22.0096       7.7330    0.0000     161.0778      82.5493
  9.75E15   9.75E16      25.2479      11.0989    0.0000     179.2087      74.7123
  1.00E16   1.00E17      28.0018      14.3673    0.0000     176.4263      70.0261
  1.25E16   1.25E17      18.7241       5.2102    0.0000     171.4386      87.6062
  1.50E16   1.50E17      26.3562      12.2054    0.0000     156.1533      71.7052
  1.75E16   1.75E17      26.3013       9.2416    0.0000     174.1769      77.0918
  2.00E16   2.00E17      28.0018      14.3673    0.0000     176.4263      70.0261
  2.25E16   2.25E17      23.4670       9.2376    0.0000     161.5532      77.3773
  2.50E16   2.50E17      18.7241       5.2102    0.0000     171.4386      87.6062
  2.75E16   2.75E17      26.2237      13.0291    0.0000     177.8082      70.6360
  3.00E16   3.00E17      26.3562      12.2054    0.0000     156.1533      71.7052
  3.25E16   3.25E17      28.0207      14.6774    0.0000     176.4238      70.2246
  3.50E16   3.50E17      26.3013       9.2416    0.0000     174.1769      77.0918
  3.75E16   3.75E17      32.2337      19.5933    0.0000     174.8257      62.9727
  4.00E16   4.00E17      28.0018      14.3673    0.0000     176.4263      70.0261
  4.25E16   4.25E17      26.7111      10.2826    0.0000     178.0693      74.5084
  4.50E16   4.50E17      23.4670       9.2376    0.0000     161.5532      77.3773
  4.75E16   4.75E17      25.0576      12.9574    0.0000     170.2453      66.2476
  5.00E16   5.00E17      18.7241       5.2102    0.0000     171.4386      87.6062
  5.25E16   5.25E17      28.2246      15.7571    0.0000     179.1166      63.1110
  5.50E16   5.50E17      26.2237      13.0291    0.0000     177.8082      70.6360
  5.75E16   5.75E17      24.9013      11.2206    0.0000     173.5284      77.0687
  6.00E16   6.00E17      26.3562      12.2054    0.0000     156.1533      71.7052
  6.25E16   6.25E17      25.4896       9.6246    0.0000     177.2384      74.5279
  6.50E16   6.50E17      28.0207      14.6774    0.0000     176.4238      70.2246
  6.75E16   6.75E17      24.7191       9.8614    0.0000     170.3587      79.3986
  7.00E16   7.00E17      26.3013       9.2416    0.0000     174.1769      77.0918
  7.25E16   7.25E17      26.0266      11.3464    0.0000     169.0506      74.7460
  7.50E16   7.50E17      32.2337      19.5933    0.0000     174.8257      62.9727
  7.75E16   7.75E17      25.1097       9.8351    0.0000     179.6601      72.1218
  8.00E16   8.00E17      28.0018      14.3673    0.0000     176.4263      70.0261
  8.25E16   8.25E17      29.6490      18.4250    0.0000     179.6400      63.2015
  8.50E16   8.50E17      26.7111      10.2826    0.0000     178.0693      74.5084
  8.75E16   8.75E17      30.5956      19.2490    0.0000     177.6822      60.7972
  9.00E16   9.00E17      23.4670       9.2376    0.0000     161.5532      77.3773
  9.25E16   9.25E17      29.3708      14.9666    0.0000     172.2944      67.3292
  9.50E16   9.50E17      25.0576      12.9574    0.0000     170.2453      66.2476
  9.75E16   9.75E17      29.1319      17.4547    0.0000     161.6149      60.5489
  1.00E17   1.00E18      18.7241       5.2102    0.0000     171.4386      87.6062
  1.25E17   1.25E18      25.4896       9.6246    0.0000     177.2384      74.5279
  1.50E17   1.50E18      32.2337      19.5933    0.0000     174.8257      62.9727
  1.75E17   1.75E18      30.5956      19.2490    0.0000     177.6822      60.7972
  2.00E17   2.00E18      18.7241       5.2102    0.0000     171.4386      87.6062
  2.25E17   2.25E18      31.2103      18.6030    0.0000     175.2045      61.7156
  2.50E17   2.50E18      25.4896       9.6246    0.0000     177.2384      74.5279
  2.75E17   2.75E18      27.2766      11.1528    0.0000     174.6516      75.2673
  3.00E17   3.00E18      32.2337      19.5933    0.0000     174.8257      62.9727
  3.25E17   3.25E18      24.2670      11.4366    0.0000     157.6228      76.8311
  3.50E17   3.50E18      30.5956      19.2490    0.0000     177.6822      60.7972
  3.75E17   3.75E18      25.1501      11.8217    0.0000     157.1315      70.6821
  4.00E17   4.00E18      18.7241       5.2102    0.0000     171.4386      87.6062
  4.25E17   4.25E18      27.2606      13.5637    0.0000     175.8312      68.1874
  4.50E17   4.50E18      31.2103      18.6030    0.0000     175.2045      61.7156
  4.75E17   4.75E18      25.6106      10.9239    0.0000     168.5407      74.8737
  5.00E17   5.00E18      25.4896       9.6246    0.0000     177.2384      74.5279
  5.25E17   5.25E18      25.9513      11.0095    0.0000     178.3486      76.5173
  5.50E17   5.50E18      27.2766      11.1528    0.0000     174.6516      75.2673
  5.75E17   5.75E18      24.9496      10.0880    0.0000     175.7946      77.2177
  6.00E17   6.00E18      32.2337      19.5933    0.0000     174.8257      62.9727
  6.25E17   6.25E18      25.7945      12.5401    0.0000     179.4543      76.9535
  6.50E17   6.50E18      24.2670      11.4366    0.0000     157.6228      76.8311
  6.75E17   6.75E18      23.0003      10.3368    0.0000     172.8183      76.8826
  7.00E17   7.00E18      30.5956      19.2490    0.0000     177.6822      60.7972
  7.25E17   7.25E18      25.0131      10.6390    0.0000     162.1977      72.8027
  7.50E17   7.50E18      25.1501      11.8217    0.0000     157.1315      70.6821
  7.75E17   7.75E18      25.0388       9.7261    0.0000     176.4920      74.1254
  8.00E17   8.00E18      18.7241       5.2102    0.0000     171.4386      87.6062
  8.25E17   8.25E18      23.4836       9.5310    0.0000     169.1689      80.7727
  8.50E17   8.50E18      27.2606      13.5637    0.0000     175.8312      68.1874
  8.75E17   8.75E18      25.8461      13.0563    0.0000     172.6667      68.2423
  9.00E17   9.00E18      31.2103      18.6030    0.0000     175.2045      61.7156
  9.25E17   9.25E18      24.7006      10.8435    0.0000     175.2909      75.2957
  9.50E17   9.50E18      25.6106      10.9239    0.0000     168.5407      74.8737
  9.75E17   9.75E18      20.7857       6.0039    0.0000     176.4959      83.9944
  1.00E18   1.00E19      25.4896       9.6246    0.0000     177.2384      74.5279
  1.25E18   1.25E19      25.7945      12.5401    0.0000     179.4543      76.9535
  1.50E18   1.50E19      25.1501      11.8217    0.0000     157.1315      70.6821
  1.75E18   1.75E19      25.8461      13.0563    0.0000     172.6667      68.2423
  2.00E18   2.00E19      25.4896       9.6246    0.0000     177.2384      74.5279
  2.25E18   2.25E19      21.1737       7.2991    0.0000     162.8899      81.5209
  2.50E18   2.50E19      25.7945      12.5401    0.0000     179.4543      76.9535
  2.75E18   2.75E19      24.1867       9.9347    0.0000     165.0514      76.2655
  3.00E18   3.00E19      25.1501      11.8217    0.0000     157.1315      70.6821
  3.25E18   3.25E19      28.2800      13.3440    0.0000     164.3320      68.5650
  3.50E18   3.50E19      25.8461      13.0563    0.0000     172.6667      68.2423
  3.75E18   3.75E19      22.6242       7.9486    0.0000     169.5109      81.1504
  4.00E18   4.00E19      25.4896       9.6246    0.0000     177.2384      74.5279
  4.25E18   4.25E19      26.2729      12.2005    0.0000     163.1047      72.9942
  4.50E18   4.50E19      21.1737       7.2991    0.0000     162.8899      81.5209
  4.75E18   4.75E19      19.5531       7.3124    0.0000     177.9106      82.8348
  5.00E18   5.00E19      25.7945      12.5401    0.0000     179.4543      76.9535
  5.25E18   5.25E19      27.7029      12.0672    0.0000     176.0976      75.7886
  5.50E18   5.50E19      24.1867       9.9347    0.0000     165.0514      76.2655
  5.75E18   5.75E19      26.6156      12.1761    0.0000     176.4209      74.1804
  6.00E18   6.00E19      25.1501      11.8217    0.0000     157.1315      70.6821
  6.25E18   6.25E19      26.4733      12.9214    0.0000     154.2333      69.8381
  6.50E18   6.50E19      28.2800      13.3440    0.0000     164.3320      68.5650
  6.75E18   6.75E19      23.3629       8.3905    0.0000     178.8294      83.8100
  7.00E18   7.00E19      25.8461      13.0563    0.0000     172.6667      68.2423
  7.25E18   7.25E19      26.8246      13.2987    0.0000     158.9446      71.0970
  7.50E18   7.50E19      22.6242       7.9486    0.0000     169.5109      81.1504
  7.75E18   7.75E19      23.7891      10.9741    0.0000     176.0176      74.2159
  8.00E18   8.00E19      25.4896       9.6246    0.0000     177.2384      74.5279
  8.25E18   8.25E19      23.3603       8.4047    0.0000     177.7734      76.7815
  8.50E18   8.50E19      26.2729      12.2005    0.0000     163.1047      72.9942
  8.75E18   8.75E19      29.0241      14.3961    0.0000     171.7390      67.4764
  9.00E18   9.00E19      21.1737       7.2991    0.0000     162.8899      81.5209
  9.25E18   9.25E19      24.3693      10.7614    0.0000     167.6025      78.7124
  9.50E18   9.50E19      19.5531       7.3124    0.0000     177.9106      82.8348
  9.75E18   9.75E19      28.3271      13.4579    0.0000     172.0041      70.1342
  1.00E19   1.00E20      25.7945      12.5401    0.0000     179.4543      76.9535
  1.25E19   1.25E20      26.4733      12.9214    0.0000     154.2333      69.8381
  1.50E19   1.50E20      22.6242       7.9486    0.0000     169.5109      81.1504
  1.75E19   1.75E20      29.0241      14.3961    0.0000     171.7390      67.4764
  2.00E19   2.00E20      25.7945      12.5401    0.0000     179.4543      76.9535
  2.25E19   2.25E20      26.0911      12.1448    0.0000     175.4672      73.1999
  2.50E19   2.50E20      26.4733      12.9214    0.0000     154.2333      69.8381
  2.75E19   2.75E20      25.3023       9.7626    0.0000     178.4702      75.6680
  3.00E19   3.00E20      22.6242       7.9486    0.0000     169.5109      81.1504
  3.25E19   3.25E20      19.1560       7.8744    0.0000     148.4952      82.3525
  3.50E19   3.50E20      29.0241      14.3961    0.0000     171.7390      67.4764
  3.75E19   3.75E20      23.9252       6.4835    0.0000     164.8982      83.4962
  4.00E19   4.00E20      25.7945      12.5401    0.0000     179.4543      76.9535
  4.25E19   4.25E20      28.3243      15.2849    0.0000     173.5264      67.7849
  4.50E19   4.50E20      26.0911      12.1448    0.0000     175.4672      73.1999
  4.75E19   4.75E20      27.4458      10.8818    0.0000     176.1732      78.0971
  5.00E19   5.00E20      26.4733      12.9214    0.0000     154.2333      69.8381
  5.25E19   5.25E20      24.3251      11.1476    0.0000     158.5411      72.8736
  5.50E19   5.50E20      25.3023       9.7626    0.0000     178.4702      75.6680
  5.75E19   5.75E20      26.2382      13.0887    0.0000     174.0742      70.0012
  6.00E19   6.00E20      22.6242       7.9486    0.0000     169.5109      81.1504
  6.25E19   6.25E20      26.4204      13.2703    0.0000     174.5039      68.0438
  6.50E19   6.50E20      19.1560       7.8744    0.0000     148.4952      82.3525
  6.75E19   6.75E20      20.3282       7.4683    0.0000     162.1743      81.6788
  7.00E19   7.00E20      29.0241      14.3961    0.0000     171.7390      67.4764
  7.25E19   7.25E20      23.6380      10.9158    0.0000     134.8456      73.1130
  7.50E19   7.50E20      23.9252       6.4835    0.0000     164.8982      83.4962
  7.75E19   7.75E20      23.0699       9.5302    0.0000     169.4519      79.0546
  8.00E19   8.00E20      25.7945      12.5401    0.0000     179.4543      76.9535
  8.25E19   8.25E20      26.0453       9.9254    0.0000     179.3804      75.6751
  8.50E19   8.50E20      28.3243      15.2849    0.0000     173.5264      67.7849
  8.75E19   8.75E20      25.5377      11.0525    0.0000     174.9845      72.3825
  9.00E19   9.00E20      26.0911      12.1448    0.0000     175.4672      73.1999
  9.25E19   9.25E20      22.3425       7.5543    0.0000     179.3747      82.2869
  9.50E19   9.50E20      27.4458      10.8818    0.0000     176.1732      78.0971
  9.75E19   9.75E20      23.5228       9.0030    0.0000     175.6857      80.2904
  1.00E20   1.00E21      26.4733      12.9214    0.0000     154.2333      69.8381
  1.25E20   1.25E21      26.4204      13.2703    0.0000     174.5039      68.0438
  1.50E20   1.50E21      23.9252       6.4835    0.0000     164.8982      83.4962
  1.75E20   1.75E21      25.5377      11.0525    0.0000     174.9845      72.3825
  2.00E20   2.00E21      26.4733      12.9214    0.0000     154.2333      69.8381
  2.25E20   2.25E21      23.0399       9.2006    0.0000     175.8528      76.6450
  2.50E20   2.50E21      26.4204      13.2703    0.0000     174.5039      68.0438
  2.75E20   2.75E21      28.8599      14.4354    0.0000     174.6087      69.2672
  3.00E20   3.00E21      23.9252       6.4835    0.0000     164.8982      83.4962
  3.25E20   3.25E21      22.6916       9.9400    0.0000     160.0587      76.3985
  3.50E20   3.50E21      25.5377      11.0525    0.0000     174.9845      72.3825
  3.75E20   3.75E21      23.3565       9.0504    0.0000     169.4027      78.6610
  4.00E20   4.00E21      26.4733      12.9214    0.0000     154.2333      69.8381
  4.25E20   4.25E21      22.2084       6.6527    0.0000     177.1822      81.5511
  4.50E20   4.50E21      23.0399       9.2006    0.0000     175.8528      76.6450
  4.75E20   4.75E21      23.7344       9.5630    0.0000     173.6249      78.4659
  5.00E20   5.00E21      26.4204      13.2703    0.0000     174.5039      68.0438
  5.25E20   5.25E21      27.4796      15.6475    0.0000     168.6837      66.0490
  5.50E20   5.50E21      28.8599      14.4354    0.0000     174.6087      69.2672
  5.75E20   5.75E21      25.5199      10.3720    0.0000     174.9967      72.9747
  6.00E20   6.00E21      23.9252       6.4835    0.0000     164.8982      83.4962
  6.25E20   6.25E21      28.2158      16.0134    0.0000     158.1473      67.9533
  6.50E20   6.50E21      22.6916       9.9400    0.0000     160.0587      76.3985
  6.75E20   6.75E21      21.4567       8.2829    0.0000     172.9727      81.1805
  7.00E20   7.00E21      25.5377      11.0525    0.0000     174.9845      72.3825
  7.25E20   7.25E21      21.1401       7.4403    0.0000     174.0585      80.6823
  7.50E20   7.50E21      23.3565       9.0504    0.0000     169.4027      78.6610
  7.75E20   7.75E21      27.5109      14.3840    0.0000     170.1920      66.7760
  8.00E20   8.00E21      26.4733      12.9214    0.0000     154.2333      69.8381
  8.25E20   8.25E21      22.4647      10.2993    0.0000     167.5592      75.6379
  8.50E20   8.50E21      22.2084       6.6527    0.0000     177.1822      81.5511
  8.75E20   8.75E21      29.9944      16.2833    0.0000     169.4493      66.0189
  9.00E20   9.00E21      23.0399       9.2006    0.0000     175.8528      76.6450
  9.25E20   9.25E21      26.2097      11.7325    0.0000     175.4148      73.2903
  9.50E20   9.50E21      23.7344       9.5630    0.0000     173.6249      78.4659
  9.75E20   9.75E21      27.8246      15.4974    0.0000     175.3787      68.4782
  1.00E21   1.00E22      26.4204      13.2703    0.0000     174.5039      68.0438
  1.25E21   1.25E22      28.2158      16.0134    0.0000     158.1473      67.9533
  1.50E21   1.50E22      23.3565       9.0504    0.0000     169.4027      78.6610
  1.75E21   1.75E22      29.9944      16.2833    0.0000     169.4493      66.0189
  2.00E21   2.00E22      26.4204      13.2703    0.0000     174.5039      68.0438
  2.25E21   2.25E22      23.3396       9.8302    0.0000     164.0811      76.8968
  2.50E21   2.50E22      28.2158      16.0134    0.0000     158.1473      67.9533
  2.75E21   2.75E22      23.1565      11.3782    0.0000     159.4159      75.6982
  3.00E21   3.00E22      23.3565       9.0504    0.0000     169.4027      78.6610
  3.25E21   3.25E22      23.9286      11.1088    0.0000     171.8881      74.6715
  3.50E21   3.50E22      29.9944      16.2833    0.0000     169.4493      66.0189
  3.75E21   3.75E22      24.7741       9.8735    0.0000     173.4328      72.6094
